"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Canadian and foreign direct investment","Countries or regions","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112085965","1.22.4.1","708","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112085966","1.22.4.2","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112085967","1.22.4.3","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085968","1.22.4.4","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112085969","1.22.4.5","708","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112085970","1.22.4.6","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661248","1.22.2.1","4716","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661249","1.22.2.2","1028","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661250","1.22.2.3","2085","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661251","1.22.2.4","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661252","1.22.2.5","1603","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661253","1.22.2.6","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112085971","1.22.5.1","8901","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112085972","1.22.5.2","964","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112085973","1.22.5.3","6334","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112085974","1.22.5.4","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112085975","1.22.5.5","1603","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112085976","1.22.5.6","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112085977","1.22.6.1","-4185","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112085978","1.22.6.2","64","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112085979","1.22.6.3","-4249","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085980","1.22.6.4","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112085981","1.22.6.5","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112085982","1.22.6.6","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661254","1.23.1.1","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661255","1.23.1.2","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661256","1.23.1.3","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661257","1.23.1.4","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661258","1.23.1.5","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661259","1.23.1.6","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112085983","1.23.3.1","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112085984","1.23.3.2","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112085985","1.23.3.3","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112085986","1.23.3.4","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112085987","1.23.3.5","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112085988","1.23.3.6","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112085989","1.23.4.1","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112085990","1.23.4.2","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112085991","1.23.4.3","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085992","1.23.4.4","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112085993","1.23.4.5","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112085994","1.23.4.6","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661260","1.23.2.1","367","","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661261","1.23.2.2","78","","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661262","1.23.2.3","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661263","1.23.2.4","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661264","1.23.2.5","289","","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661265","1.23.2.6","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112085995","1.23.5.1","190","","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112085996","1.23.5.2","78","","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112085997","1.23.5.3","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112085998","1.23.5.4","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112085999","1.23.5.5","112","","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112086000","1.23.5.6","","..","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112086001","1.23.6.1","177","","","","0"
"2017","Canada","2016A000011124","Textile mills [313]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112086002","1.23.6.2","","..","","","0"
