"REF_DATE","GEO","DGUID","Prices","Activities","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991-04","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1125","","","","0"
"1991-04","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1229","","","","0"
"1991-04","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","886","","","","0"
"1991-04","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","769","","","","0"
"1991-04","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1129","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","4947","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","3325","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","3748","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","2614","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1139","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","865","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","1096","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","852","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","810","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","444","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","703","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","453","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","1199","","","","0"
"1991-07","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","711","","","","0"
"1991-07","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","5119","","","","0"
"1991-07","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","3999","","","","0"
"1991-07","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1127","","","","0"
"1991-07","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1241","","","","0"
"1991-07","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","868","","","","0"
"1991-07","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","763","","","","0"
"1991-07","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1120","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","2920","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","3357","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","2273","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","2654","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","827","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","892","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","675","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","853","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","422","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","444","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","349","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","465","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","647","","","","0"
"1991-10","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","703","","","","0"
"1991-10","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","5141","","","","0"
"1991-10","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","4014","","","","0"
"1991-10","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1141","","","","0"
"1991-10","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1235","","","","0"
"1991-10","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","863","","","","0"
"1991-10","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","775","","","","0"
"1991-10","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1127","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","2682","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","3373","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","2139","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","2643","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","850","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","862","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","532","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","856","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","406","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","460","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","351","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","465","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","543","","","","0"
"1992-01","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","730","","","","0"
"1992-01","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","5239","","","","0"
"1992-01","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","4059","","","","0"
"1992-01","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1129","","","","0"
"1992-01","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1262","","","","0"
"1992-01","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","891","","","","0"
"1992-01","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","777","","","","0"
"1992-01","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1180","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","3559","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","3421","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","2775","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","2684","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","929","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","855","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","809","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","875","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","574","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","472","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","463","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","482","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","784","","","","0"
"1992-04","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","737","","","","0"
"1992-04","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","5286","","","","0"
"1992-04","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","4099","","","","0"
"1992-04","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1132","","","","0"
"1992-04","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1256","","","","0"
"1992-04","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","910","","","","0"
"1992-04","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","801","","","","0"
"1992-04","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1187","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","5084","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","3402","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","3840","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","2665","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1132","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","853","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","1122","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","869","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","850","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","467","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","736","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","476","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","1244","","","","0"
"1992-07","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","737","","","","0"
"1992-07","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","5211","","","","0"
"1992-07","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","4040","","","","0"
"1992-07","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1117","","","","0"
"1992-07","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1243","","","","0"
"1992-07","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","896","","","","0"
"1992-07","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","784","","","","0"
"1992-07","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1171","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","2984","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","3430","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","2284","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","2670","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","796","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","852","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","688","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","872","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","444","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","469","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","356","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","477","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","700","","","","0"
"1992-10","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","760","","","","0"
"1992-10","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","5226","","","","0"
"1992-10","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","4017","","","","0"
"1992-10","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1091","","","","0"
"1992-10","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1250","","","","0"
"1992-10","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","898","","","","0"
"1992-10","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","778","","","","0"
"1992-10","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1209","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","2727","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","3450","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","2154","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","2683","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","833","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","851","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","545","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","884","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","411","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","468","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","365","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","480","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","573","","","","0"
"1993-01","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","767","","","","0"
"1993-01","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","5254","","","","0"
"1993-01","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","4028","","","","0"
"1993-01","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1081","","","","0"
"1993-01","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1276","","","","0"
"1993-01","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","893","","","","0"
"1993-01","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","778","","","","0"
"1993-01","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1226","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","3636","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","3500","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","2821","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","2734","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","959","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","882","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","812","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","878","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","574","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","475","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","476","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","499","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","815","","","","0"
"1993-04","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","766","","","","0"
"1993-04","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","5315","","","","0"
"1993-04","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","4093","","","","0"
"1993-04","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1124","","","","0"
"1993-04","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1260","","","","0"
"1993-04","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","903","","","","0"
"1993-04","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","806","","","","0"
"1993-04","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1222","","","","0"
"1993-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","5284","","","","0"
"1993-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","3523","","","","0"
"1993-07","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","3990","","","","0"
"1993-07","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","2756","","","","0"
