"REF_DATE","GEO","DGUID","Type of reserve","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1974-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","927","","","","0"
"1974-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","564","","","","0"
"1974-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","340","","","","0"
"1974-03","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","6102","","","","0"
"1974-03","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","4265","","","","0"
"1974-03","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","10","","","","0"
"1974-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","927","","","","0"
"1974-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","564","","","","0"
"1974-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","336","","","","0"
"1974-04","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","6236","","","","0"
"1974-04","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","4390","","","","0"
"1974-04","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","15","","","","0"
"1974-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","927","","","","0"
"1974-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","566","","","","0"
"1974-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","338","","","","0"
"1974-05","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","6230","","","","0"
"1974-05","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","4381","","","","0"
"1974-05","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","12","","","","0"
"1974-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","927","","","","0"
"1974-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","566","","","","0"
"1974-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","344","","","","0"
"1974-06","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","6123","","","","0"
"1974-06","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","4278","","","","0"
"1974-06","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","9","","","","0"
"1974-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","927","","","","0"
"1974-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","566","","","","0"
"1974-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","343","","","","0"
"1974-07","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","6014","","","","0"
"1974-07","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","4175","","","","0"
"1974-07","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","13","","","","0"
"1974-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","924","","","","0"
"1974-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","564","","","","0"
"1974-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","338","","","","0"
"1974-08","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5853","","","","0"
"1974-08","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","4019","","","","0"
"1974-08","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","14","","","","0"
"1974-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","910","","","","0"
"1974-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","556","","","","0"
"1974-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","355","","","","0"
"1974-09","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5808","","","","0"
"1974-09","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3910","","","","0"
"1974-09","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","14","","","","0"
"1974-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","912","","","","0"
"1974-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","557","","","","0"
"1974-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","416","","","","0"
"1974-10","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5809","","","","0"
"1974-10","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3891","","","","0"
"1974-10","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","13","","","","0"
"1974-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","918","","","","0"
"1974-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","561","","","","0"
"1974-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","426","","","","0"
"1974-11","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5797","","","","0"
"1974-11","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3786","","","","0"
"1974-11","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","12","","","","0"
"1974-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","927","","","","0"
"1974-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","566","","","","0"
"1974-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","505","","","","0"
"1974-12","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5825","","","","0"
"1974-12","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3768","","","","0"
"1974-12","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","13","","","","0"
"1974-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","941","","","","0"
"1974-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","574","","","","0"
"1974-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","530","","","","0"
"1975-01","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5802","","","","0"
"1975-01","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3709","","","","0"
"1975-01","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","16","","","","0"
"1975-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","952","","","","0"
"1975-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","581","","","","0"
"1975-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","545","","","","0"
"1975-02","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5895","","","","0"
"1975-02","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3713","","","","0"
"1975-02","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","16","","","","0"
"1975-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","968","","","","0"
"1975-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","591","","","","0"
"1975-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","607","","","","0"
"1975-03","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5826","","","","0"
"1975-03","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3647","","","","0"
"1975-03","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","19","","","","0"
"1975-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","958","","","","0"
"1975-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","585","","","","0"
"1975-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","617","","","","0"
"1975-04","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5535","","","","0"
"1975-04","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3358","","","","0"
"1975-04","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","17","","","","0"
"1975-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","954","","","","0"
"1975-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","588","","","","0"
"1975-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","617","","","","0"
"1975-05","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5398","","","","0"
"1975-05","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3220","","","","0"
"1975-05","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","17","","","","0"
"1975-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","958","","","","0"
"1975-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","591","","","","0"
"1975-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","612","","","","0"
"1975-06","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5330","","","","0"
"1975-06","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3110","","","","0"
"1975-06","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","16","","","","0"
"1975-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","950","","","","0"
"1975-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","587","","","","0"
"1975-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","668","","","","0"
"1975-07","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5226","","","","0"
"1975-07","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3080","","","","0"
"1975-07","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","12","","","","0"
"1975-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","915","","","","0"
"1975-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","565","","","","0"
"1975-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","653","","","","0"
"1975-08","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5191","","","","0"
"1975-08","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3036","","","","0"
"1975-08","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","16","","","","0"
"1975-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","912","","","","0"
"1975-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","563","","","","0"
"1975-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","663","","","","0"
"1975-09","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5218","","","","0"
"1975-09","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3102","","","","0"
"1975-09","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","13","","","","0"
"1975-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","894","","","","0"
"1975-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","552","","","","0"
"1975-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","655","","","","0"
"1975-10","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5302","","","","0"
"1975-10","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3151","","","","0"
"1975-10","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","11","","","","0"
"1975-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","911","","","","0"
"1975-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","562","","","","0"
"1975-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","666","","","","0"
"1975-11","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5414","","","","0"
"1975-11","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3301","","","","0"
"1975-11","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","10","","","","0"
"1975-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","900","","","","0"
"1975-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","556","","","","0"
"1975-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","648","","","","0"
"1975-12","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5326","","","","0"
"1975-12","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3207","","","","0"
"1975-12","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","16","","","","0"
"1975-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","899","","","","0"
"1975-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","555","","","","0"
"1975-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","648","","","","0"
"1976-01","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5599","","","","0"
"1976-01","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3477","","","","0"
"1976-01","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","16","","","","0"
"1976-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","898","","","","0"
"1976-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","554","","","","0"
"1976-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","654","","","","0"
"1976-02","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5877","","","","0"
"1976-02","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3755","","","","0"
"1976-02","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","17","","","","0"
"1976-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","898","","","","0"
"1976-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","554","","","","0"
"1976-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","653","","","","0"
"1976-03","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5827","","","","0"
"1976-03","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3736","","","","0"
"1976-03","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","14","","","","0"
"1976-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","877","","","","0"
"1976-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","549","","","","0"
"1976-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","651","","","","0"
"1976-04","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5804","","","","0"
"1976-04","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3713","","","","0"
"1976-04","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","15","","","","0"
"1976-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","873","","","","0"
"1976-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","551","","","","0"
"1976-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","651","","","","0"
"1976-05","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5812","","","","0"
"1976-05","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3672","","","","0"
"1976-05","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","10","","","","0"
"1976-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","867","","","","0"
"1976-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","549","","","","0"
"1976-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","714","","","","0"
"1976-06","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5985","","","","0"
"1976-06","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3830","","","","0"
"1976-06","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","11","","","","0"
"1976-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","870","","","","0"
"1976-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","550","","","","0"
"1976-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","724","","","","0"
"1976-07","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5793","","","","0"
"1976-07","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3569","","","","0"
"1976-07","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","14","","","","0"
"1976-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","870","","","","0"
"1976-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","551","","","","0"
"1976-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","789","","","","0"
"1976-08","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5576","","","","0"
"1976-08","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3290","","","","0"
"1976-08","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","13","","","","0"
"1976-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","871","","","","0"
"1976-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","552","","","","0"
"1976-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","850","","","","0"
"1976-09","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5838","","","","0"
"1976-09","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3518","","","","0"
"1976-09","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","15","","","","0"
"1976-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","875","","","","0"
"1976-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","556","","","","0"
"1976-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","874","","","","0"
"1976-10","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5838","","","","0"
"1976-10","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3511","","","","0"
"1976-10","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","12","","","","0"
"1976-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","874","","","","0"
"1976-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","554","","","","0"
"1976-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","887","","","","0"
"1976-11","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5079","","","","0"
"1976-11","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","2708","","","","0"
"1976-11","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","13","","","","0"
"1976-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","870","","","","0"
"1976-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","552","","","","0"
"1976-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","937","","","","0"
"1976-12","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5843","","","","0"
"1976-12","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3446","","","","0"
"1976-12","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","16","","","","0"
"1976-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","879","","","","0"
"1976-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","558","","","","0"
"1976-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","944","","","","0"
"1977-01","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5679","","","","0"
"1977-01","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","3284","","","","0"
"1977-01","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","12","","","","0"
"1977-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","881","","","","0"
"1977-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","551","","","","0"
"1977-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","950","","","","0"
"1977-02","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5271","","","","0"
"1977-02","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","2881","","","","0"
"1977-02","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","17","","","","0"
"1977-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","884","","","","0"
"1977-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","553","","","","0"
"1977-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","936","","","","0"
"1977-03","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5094","","","","0"
"1977-03","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","2703","","","","0"
"1977-03","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","17","","","","0"
"1977-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","886","","","","0"
"1977-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","549","","","","0"
"1977-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","939","","","","0"
"1977-04","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5187","","","","0"
"1977-04","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","2773","","","","0"
"1977-04","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","16","","","","0"
"1977-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","889","","","","0"
"1977-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","556","","","","0"
"1977-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","953","","","","0"
"1977-05","Canada","2016A000011124","Total, Canada's official international reserves","Dollars","81","millions","6","v122396","1.1","5231","","","","0"
"1977-05","Canada","2016A000011124","Convertible foreign currencies, United States dollars","Dollars","81","millions","6","v122397","1.2","2805","","","","0"
"1977-05","Canada","2016A000011124","Convertible foreign currencies, other than United States","Dollars","81","millions","6","v122398","1.3","14","","","","0"
"1977-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","888","","","","0"
"1977-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","543","","","","0"
"1977-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","980","","","","0"
